72, 1885
72, 2120
72, 2479
72, 2781
72, 3073
72, 3358
72, 3635
72, 3938
72, 4246
72, 4541
72, 4840
72, 5136
72, 5422
72, 5710
72, 5994
72, 6290
72, 6603
72, 6899
72, 7181
72, 7468
72, 7745
72, 8028
72, 8322
72, 8615
72, 8913
72, 9217
72, 9508
72, 9786
72, 10073
72, 10358
72, 10667
72, 10971
72, 11267
72, 11556
72, 11856
72, 12141
72, 12426
72, 12720
72, 13025
72, 13342
72, 13637
72, 13918
72, 14206
72, 14498
72, 14786
72, 15087
72, 15386
72, 15683
72, 15975
72, 16259
72, 16541
72, 16831
72, 17134
72, 17434
72, 17734
72, 18022
72, 18303
72, 18589
72, 18872
72, 19156
72, 19464
72, 19769
72, 20065
72, 20347
72, 20630
72, 20913
72, 21207
72, 21499
72, 21804
72, 22105
72, 22396
72, 22678
72, 22956
72, 23239
72, 23529
72, 23832
72, 24129
72, 24421
72, 24701
72, 24990
72, 25273
72, 25561
72, 25856
72, 26164
72, 26462
72, 26746
72, 27027
72, 27313
72, 27612
72, 27909
72, 28208
72, 28507
72, 28802
72, 29090
72, 29369
72, 29656
72, 29949
72, 30257
72, 30562
72, 30855
72, 31140
72, 31424
72, 31712
72, 32004
72, 32300
72, 32606
72, 32912
72, 33203
72, 33479
72, 33767
72, 34056
72, 34350
72, 34651
72, 34945
72, 35244
72, 35530
72, 35812
72, 36091
72, 36386
72, 36681
72, 36991
72, 37290
72, 37575
72, 37858
72, 38146
72, 38432
72, 38727
72, 39026
72, 39328
72, 39623
72, 39901
72, 40171
72, 40458
72, 40753
72, 41046
72, 41348
72, 41642
72, 41925
72, 42192
72, 42492
72, 42774
72, 43073
72, 43383
72, 43679
72, 43968
72, 44247
72, 44531
72, 44819
72, 45105
72, 45399
72, 45703
72, 46000
72, 46279
72, 46555
72, 46835
72, 47113
72, 47410
72, 47709
72, 47996
72, 48278
72, 48561
72, 48841
72, 49115
72, 49399
72, 49694
72, 49999
72, 50290
72, 50566
72, 50847
72, 51131
72, 51415
72, 51702
72, 51997
72, 52291
72, 52581
72, 52860
72, 53138
72, 53416
72, 53707
72, 53999
72, 54295
72, 54583
72, 54860
72, 55139
72, 55419
72, 55702
72, 55983
72, 56284
72, 56578
72, 56861
72, 57131
72, 57409
72, 57691
72, 57977
72, 58268
72, 58565
72, 58863
72, 59153
72, 59430
72, 59707
72, 59995
72, 60291
72, 60593
72, 60893
72, 61181
72, 61467
72, 61755
72, 62039
72, 62324
72, 62623
72, 62927
72, 63232
72, 63514
72, 63787
72, 64074
72, 64363
72, 64657
72, 64951
72, 65250
72, 65539
72, 65826
72, 66107
72, 66383
72, 66680
72, 66868
72, 67206
72, 67510
72, 67804
72, 68083
72, 68377
72, 68670
72, 68962
72, 69266
72, 69580
72, 69871
72, 70149
72, 70432
72, 70718
72, 71017
72, 71315
72, 71615
72, 71921
72, 72213
72, 72492
72, 72779
72, 73073
72, 73377
72, 73687
72, 73988
72, 74271
72, 74559
72, 74842
72, 75061
72, 75408
72, 75708
72, 76011
72, 76309
72, 76590
72, 76861
72, 77150
72, 77443
72, 77739
72, 78030
72, 78327
72, 78615
72, 78901
72, 79175
72, 79462
72, 79765
72, 80067
72, 80366
72, 80658
72, 80944
72, 81228
72, 81515
72, 81806
72, 82106
72, 82412
72, 82712
72, 83003
72, 83285
72, 83568
72, 83870
72, 84179
72, 84483
72, 84785
72, 85086
72, 85379
72, 85655
72, 85946
72, 86247
72, 86554
72, 86856
72, 87155
72, 87440
72, 87728
72, 88017
72, 88307
72, 88606
72, 88910
72, 89212
72, 89497
72, 89779
72, 90064
72, 90362
72, 90665
72, 90961
72, 91265
72, 91557
72, 91837
72, 92123
72, 92413
72, 92709
72, 93020
72, 93322
72, 93609
72, 93900
72, 94178
72, 94472
72, 94768
72, 95072
72, 95374
72, 95682
72, 95968
72, 96246
72, 96526
72, 96823
72, 97126
72, 97424
72, 97720
72, 98012
72, 98303
72, 98584
72, 98865
72, 99160
72, 99458
72, 99656
72, 100006
72, 100294
72, 100572
72, 100857
72, 101146
72, 101437
72, 101729
72, 102017
72, 102310
72, 102592
72, 102868
72, 103149
72, 103447
72, 103745
72, 104040
72, 104337
72, 104622
72, 104906
72, 105194
72, 105482
72, 105783
72, 106091
72, 106390
72, 106676
72, 106958
72, 107235
72, 107531
72, 107828
72, 108121
72, 108418
72, 108719
72, 109001
72, 109275
72, 109561
72, 109849
72, 110152
72, 110450
72, 110749
72, 111038
72, 111319
72, 111600
72, 111886
72, 112184
72, 112481
72, 112786
72, 113076
72, 113356
72, 113638
72, 113926
72, 114219
72, 114504
72, 114792
72, 115077
72, 115356
72, 115623
72, 115890
72, 116159
72, 116445
72, 116730
72, 117016
72, 117289
72, 117569
72, 117841
72, 118119
72, 118399
72, 118683
72, 118987
72, 119291
72, 119585
72, 119867
72, 120152
72, 120451
72, 120752
72, 121067
72, 121376
72, 121681
72, 121965
72, 122246
72, 122537
72, 122826
72, 123126
72, 123435
72, 123739
72, 124012
72, 124297
72, 124583
72, 124851
72, 125136
72, 125431
72, 125724
72, 126001
72, 126279
72, 126552
72, 126822
72, 127100
72, 127389
72, 127679
72, 127970
72, 128162
72, 128499
72, 128773
72, 129033
72, 129307
72, 129595
72, 129874
